id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
11798,M,1.45,1.1375,0.375,25.92561775,10.2341695,5.17378375,7.37087,10
11799,I,1.3875,1.075,0.4125,22.2543575,9.6671795,4.77689075,6.690482,10
11800,F,1.15,0.875,0.3625,16.91047675,5.1312595,3.75630875,5.386405,18
11801,I,1.025,0.8125,0.25,9.73805325,3.96893,2.25378525,2.50893075,7
11802,M,1.5,1.1875,0.4375,30.8726055,14.72756525,7.01650125,8.788345,9
11803,F,1.3375,1.075,0.375,23.91280325,7.10154975,4.9044635,7.7961125,15
11804,M,0.9625,0.75,0.275,7.83863675,2.65067825,1.28990225,2.4097075,10
11805,F,1.55,1.2125,0.4125,33.92017675,15.762322,6.98815175,9.63883,10
11806,M,1.4375,1.125,0.3875,28.87396575,12.60135275,6.633783,8.221355,12
11807,M,1.5875,1.225,0.3875,36.78347625,16.51358375,7.66853975,9.355335,13
11808,F,1.375,1,0.325,21.64484325,9.015141,5.386405,5.59902625,9
11809,F,1.5625,1.2375,0.5125,34.5013415,12.757275,8.34892775,10.489315,16
11810,M,1.325,1.0125,0.325,18.01610725,7.47009325,4.43669675,5.2446575,9
11811,M,1.7,1.275,0.475,45.60017075,17.22232125,10.92873225,13.60776,13
11812,M,1.3875,1.1125,0.3625,24.28134675,11.169703,5.76912325,7.37087,9
11813,I,0.9375,0.725,0.2625,8.901743,3.912231,2.324659,2.551455,7
11814,F,1.25,1.0125,0.325,18.0586315,8.845044,4.97533725,5.10291,9
11815,M,1.5,1.2375,0.4375,32.034935,13.4660125,6.33611325,9.48290775,10
11816,I,1.3125,1,0.3,16.03164225,6.90310325,3.3735905,4.9611625,8
11817,F,1.5625,1.225,0.375,30.94347925,13.551061,7.01650125,8.788345,8
11818,I,1.0875,0.8375,0.25,8.46232575,3.288542,1.7293195,3.118445,9
11819,M,1.5125,1.175,0.4125,34.5013415,15.03940975,7.66853975,9.28446125,11
11820,I,0.7,0.525,0.1375,3.005047,1.17650425,0.75126175,0.9922325,6
11821,M,1.0625,0.8125,0.2875,10.44679075,4.252425,2.45223175,2.9766975,9
11822,M,1.725,1.375,0.5,47.18774275,21.98503725,10.999606,12.47378,10
11823,F,1.4,1.1125,0.425,25.92561775,10.47514025,4.649318,9.07184,15
11824,M,1.55,1.2125,0.375,29.63940225,15.06775925,4.77689075,7.767763,10
11825,M,1.4625,1.1375,0.4,26.32251075,10.67358675,4.57844425,9.07184,14
11826,F,1.6875,1.3875,0.4875,47.0318205,23.019794,10.4609655,13.891255,12
11827,I,0.9625,0.7125,0.2625,7.9662095,2.948348,1.7293195,2.4097075,6
11828,M,0.8875,0.675,0.225,5.5281525,2.211261,1.28990225,1.6726205,7
11829,M,1.4375,1.0625,0.3375,24.13959925,10.262519,5.556502,7.654365,10
11830,F,1.525,1.1875,0.4,32.31843,13.777857,7.29999625,7.654365,10
11831,I,1.45,1.15,0.375,23.79940525,11.4248485,4.15320175,6.520385,9
11832,I,1.1875,0.8875,0.3,14.33067225,6.633783,3.118445,3.96893,8
11833,M,1.6,1.275,0.4375,38.782116,17.519991,7.3992195,14.5999925,10
11834,M,1.65,1.3125,0.475,41.23434775,18.9091165,7.83863675,11.4815475,14
11835,F,1.6625,1.275,0.4375,44.55123925,18.9091165,8.448151,12.3320325,11
11836,M,1.525,1.1625,0.45,30.8726055,8.83086925,5.8683465,10.3475675,14
11837,F,1.225,0.95,0.3,14.5999925,5.96756975,3.86970675,5.2446575,10
11838,M,1.4375,1.075,0.35,23.7285315,11.18387775,5.8116475,6.70465675,8
11839,F,1.3125,1.025,0.35,21.885814,9.14271375,4.819415,5.59902625,8
11840,M,0.675,0.4875,0.2125,3.01922175,1.34660125,0.80796075,1.1056305,6
11841,I,0.875,0.6625,0.225,5.82582225,2.11203775,1.4458245,1.984465,7
11842,I,0.6375,0.4875,0.175,2.721552,1.0489315,0.52446575,0.850485,5
11843,F,1.45,1.15,0.2875,29.07241225,11.01378075,6.577084,8.788345,12
11844,M,1.375,1.1,0.4125,24.38057,6.90310325,4.15320175,9.355335,14
11845,F,1.325,1.0875,0.425,25.51455,9.4970825,4.422522,7.087375,15
11846,I,1.0625,0.8375,0.2375,12.6722265,6.67630725,2.62232875,3.5436875,7
11847,I,1.275,0.9625,0.3125,17.7751365,6.973977,4.252425,4.2807745,8
11848,I,1.05,0.825,0.25,9.39785925,4.2807745,1.7860185,2.324659,6
11849,M,1.475,1.125,0.4625,30.8159065,10.77281,6.95980225,10.20582,13
11850,F,1.8,1.4125,0.4875,50.6605565,19.37688325,12.09106175,15.592225,13
11851,M,1.225,0.975,0.25,16.40018575,8.20718025,3.96893,3.7137845,8
11852,F,1.6125,1.1625,0.4125,44.338618,18.540573,9.14271375,10.3475675,10
11853,I,0.9,0.6625,0.2375,5.613201,2.05533875,1.304077,1.8427175,6
11854,I,1.2125,0.925,0.3,16.45688475,8.0796075,3.27436725,4.9611625,7
11855,M,1.2875,1,0.3375,17.56251525,8.561549,4.01145425,4.819415,9
11856,F,1.4375,1.1375,0.4125,28.292801,14.72756525,5.57067675,8.221355,9
11857,I,0.9625,0.7,0.2125,7.427569,3.50116325,1.8994165,2.05533875,8
11858,I,1.2125,0.925,0.325,16.0741665,6.81805475,3.685435,4.9611625,7
11859,M,1.7,1.375,0.4625,43.47395825,20.36911575,10.4042665,12.3320325,11
11860,I,1.425,1.1125,0.325,22.0275615,10.035723,4.819415,6.293589,9
11861,M,1.6375,1.275,0.4375,36.55668025,17.10892325,7.3992195,11.623295,12
11862,M,1.5375,1.2125,0.4125,29.66775175,13.8062065,6.59125875,7.5126175,10
11863,M,1.45,1.0875,0.325,28.689694,15.195332,5.99591925,6.066793,9
11864,F,1.425,1.15,0.3875,27.55532,12.47378,5.8683465,7.5126175,13
11865,M,1.525,1.1875,0.4375,31.581343,14.27397325,7.3425205,8.788345,11
11866,M,1.4,1.1,0.35,26.26581175,10.5176645,5.8683465,7.37087,8
11867,M,1.475,1.1875,0.4125,31.79396425,12.47378,6.13766675,9.2135875,15
11868,I,0.9,0.675,0.225,6.577084,3.40194,1.23320325,1.587572,6
11869,M,1.5125,1.2125,0.4125,32.034935,14.911837,6.84640425,8.788345,10
11870,M,1.3375,1.05,0.3625,26.138239,12.28950825,4.32329875,6.0951425,8
11871,F,1.65,1.05,0.475,50.008518,25.911443,10.6877615,13.664459,9
11872,M,1.55,1.225,0.4875,37.32211675,18.3421265,7.200773,10.0640725,10
11873,M,1.6375,1.3375,0.45,42.354153,16.9813505,10.0073735,11.01378075,10
11874,F,1.5375,1.175,0.375,32.41765325,16.556108,6.3219385,8.6465975,8
11875,F,1.575,1.2125,0.4625,28.576296,12.34620725,5.48562825,10.0640725,14
11876,M,1.525,1.225,0.4625,31.96406125,13.96212875,6.8322295,9.4970825,12
11877,I,0.9,0.675,0.225,6.30776375,2.42388225,1.20485375,1.984465,8
11878,M,1.55,1.2,0.375,37.5630875,17.13727275,9.2135875,9.355335,12
11879,M,1.475,1.1625,0.4,33.4807595,18.653971,7.75358825,7.7961125,9
11880,F,1.425,1.1,0.35,22.566202,10.432616,4.72019175,6.23689,8
11881,F,1.7375,1.325,0.475,56.14618475,22.15513425,11.24057675,15.7339725,18
11882,F,1.3625,1.025,0.45,24.47979325,11.1413535,6.4353365,5.6699,11
11883,F,1.3,0.9375,0.325,18.5689225,7.5693165,4.479221,4.26659975,9
11884,M,1.4125,1.1375,0.4125,29.44095575,11.509897,6.76135575,8.221355,16
11885,F,1.475,1.15,0.375,24.33804575,11.623295,6.1518415,7.2291225,10
11886,I,0.875,0.65,0.2,5.59902625,2.26796,1.077281,1.984465,6
11887,I,0.775,0.5875,0.175,3.6003865,1.5025235,0.83631025,1.13398,8
11888,I,1.275,0.9875,0.35,17.6617385,8.618248,3.6003865,4.9611625,8
11889,I,0.725,0.525,0.175,3.16096925,1.65844575,1.03475675,0.850485,7
11890,I,0.975,0.7375,0.25,6.0384435,3.35941575,1.6726205,1.70097,8
11891,F,1.375,1.0125,0.3125,21.44639675,8.6465975,5.40057975,5.8116475,8
11892,M,1.675,1.3,0.475,42.48172575,17.57669,9.6104805,12.0485375,11
11893,I,0.8375,0.6,0.1875,4.819415,1.74349425,0.86465975,1.417475,7
11894,M,0.775,0.5625,0.2,3.21766825,1.2757275,0.907184,1.13398,7
11895,F,1.45,1.15,0.4,31.808139,13.1825175,6.73300625,7.93786,11
11896,I,0.9125,0.675,0.2125,5.03203625,2.154562,1.00640725,1.190679,6
11897,F,1.2625,1,0.325,18.46969925,7.5126175,4.60679375,5.10291,11
11898,M,1.4,1.1125,0.4,24.67823975,12.6722265,5.59902625,6.80388,9
11899,M,1.325,1.0125,0.325,20.05727125,9.8372765,4.01145425,5.10291,10
11900,I,0.85,0.625,0.1875,4.80524025,2.2963095,0.97805775,1.417475,5
11901,M,1.225,0.95,0.3,16.68368075,6.76135575,3.27436725,6.0951425,13
11902,M,1.375,1.1875,0.425,31.28367325,13.65028425,6.80388,9.922325,11
11903,M,1.3375,1,0.375,34.699788,17.519991,7.7961125,8.15048125,11
11904,M,1.425,1.1,0.275,28.76056775,14.8834875,6.78970525,6.80388,9
11905,F,1.575,1.2375,0.4375,35.76289425,14.50076925,7.38504475,11.90679,11
11906,M,1.1625,0.8875,0.2625,13.53688625,5.0745605,3.0333965,3.8271825,7
11907,M,1.4,1.1,0.375,27.839209,13.11164375,6.2652395,7.5126175,8
11908,M,1.775,1.4125,0.475,50.6605565,20.68096025,10.19164525,16.44271,13
11909,F,1.5375,1.1875,0.4,35.02580725,16.59863225,8.23552975,9.4970825,11
11910,M,1.6875,1.3,0.4125,41.4753185,17.73261225,7.087375,10.489315,10
11911,I,1.5375,1.2125,0.3875,30.107169,13.1825175,6.690482,7.7961125,10
11912,M,1.5375,1.2,0.475,39.76017375,19.6462035,7.41339425,10.489315,10
11913,I,1.1,0.8125,0.275,11.07047975,4.9611625,2.05533875,3.40194,8
11914,M,1.5875,1.3125,0.4375,39.179009,18.313777,8.83086925,10.489315,12
11915,F,1.7375,1.375,0.45,43.1762885,19.6462035,8.674947,12.6155275,13
11916,F,1.4375,1.125,0.375,27.0737725,13.65028425,4.77689075,7.654365,11
11917,F,1.55,1.2,0.4,29.937072,13.9763035,6.9456275,10.0640725,11
11918,M,1.6,1.2,0.3875,31.59551775,12.643877,6.80388,9.63883,8
11919,I,1.1125,0.8375,0.325,11.89261525,4.46504625,2.25378525,3.5436875,9
11920,M,1.8,1.4125,0.475,63.105987,31.56716825,19.5895045,16.5844575,10
11921,M,1.4875,1.1375,0.375,26.7902775,11.793392,6.78970525,6.3786375,10
11922,F,1.6625,1.3125,0.5,49.29891775,22.77882325,11.283101,11.1207715,11
11923,I,1.1875,0.9,0.275,12.984071,5.443104,2.778251,3.685435,8
11924,M,1.425,1.1625,0.35,26.54930675,11.169703,6.2085405,5.499803,10
11925,I,0.9125,0.675,0.2125,5.556502,2.56562975,0.963883,1.5025235,7
11926,I,1.3125,0.9875,0.35,17.8885345,7.98038425,3.8838815,4.6776675,9
11927,I,1.4875,1.1625,0.4,31.19862475,11.41067375,6.30776375,9.07184,14
11928,M,1.625,1.3125,0.4875,38.20095125,15.15280775,8.391452,11.3398,10
11929,M,1.175,0.95,0.3,13.53688625,5.96756975,2.99087225,4.819415,8
11930,F,1.6,1.2375,0.4875,35.62114675,14.10387625,7.144074,9.355335,9
11931,F,1.275,1,0.3625,17.44911725,5.71242425,3.685435,5.8116475,13
11932,M,1.275,1,0.3125,15.74814725,7.41339425,3.1467945,5.839997,8
11933,F,1.2875,1,0.35,23.79940525,6.747181,5.40057975,10.0640725,13
11934,M,1.375,1.025,0.3625,22.80717275,9.8372765,5.2446575,7.2291225,16
11935,F,1.45,1.125,0.375,31.59551775,13.53688625,7.27164675,8.221355,21
11936,I,1.375,1.075,0.3125,20.184844,8.57572375,4.1106775,6.3786375,11
11937,M,1.3125,1.0125,0.3875,21.27629975,7.35669525,4.55009475,7.12989925,10
11938,F,0.925,0.75,0.225,7.2858215,3.58621175,1.6159215,2.53728025,9
11939,F,1.525,1.175,0.425,34.58639,13.90542975,8.50485,9.7805775,10
11940,F,1.5,1.1625,0.4,28.19357775,13.210867,6.30776375,8.448151,9
11941,F,1.475,1.15,0.4125,29.24250925,12.74310025,6.44951125,9.2135875,9
11942,F,1.6125,1.2625,0.5,40.83745475,14.004653,10.2908685,12.3320325,25
11943,I,0.7,0.525,0.1875,3.38776525,1.13398,0.52446575,0.9922325,6
11944,I,1.2375,0.95,0.375,16.99552525,6.33611325,3.75630875,7.1724235,13
11945,F,1.4625,1.1375,0.375,27.499015,13.50853675,6.010094,7.12989925,9
11946,F,1.45,1.1625,0.3625,28.64716975,13.16834275,6.2652395,7.93786,9
11947,I,0.9125,0.65,0.2,5.443104,1.99863975,1.20485375,1.984465,11
11948,F,1.6625,1.275,0.4125,42.31008025,18.9091165,8.561549,10.489315,9
11949,F,1.675,1.325,0.45,43.1762885,17.33571925,10.53183925,11.3398,10
11950,M,1.375,1.125,0.3875,26.43590875,12.0485375,6.6054335,7.7961125,10
11951,M,0.525,0.375,0.125,1.80019325,0.58116475,0.43941725,0.4252425,4
11952,M,1.525,1.175,0.4,32.72949775,16.0174675,6.08096775,8.221355,9
11953,F,1.5,1.225,0.4125,32.16250775,13.947954,7.200773,8.9300925,9
11954,I,1.325,1.0125,0.325,17.7184375,7.47009325,3.7137845,5.953395,9
11955,M,1.4625,1.15,0.375,26.7902775,10.9712565,5.896696,7.7961125,8
11956,M,1.55,1.1875,0.4125,33.0271675,13.60776,9.2135875,7.484268,8
11957,F,1.6,1.25,0.425,41.23434775,19.561155,8.83086925,10.0640725,13
11958,M,1.425,1.1125,0.3625,24.73493875,9.922325,5.99591925,8.3631025,14
11959,M,0.9125,0.6625,0.25,6.30776375,2.65067825,1.48834875,2.4097075,7
11960,F,1.4375,1.1,0.3625,23.133192,9.2135875,6.30776375,6.7755305,15
11961,F,1.575,1.2125,0.4125,32.16250775,14.67086625,7.654365,9.979024,9
11962,F,1.6375,1.3375,0.5,42.354153,16.96717575,9.99319875,12.6155275,10
11963,F,1.55,1.275,0.3625,33.7075555,13.6928085,7.881161,10.33339275,15
11964,M,1.575,1.2375,0.475,45.7277435,16.40018575,9.17106325,13.324265,13
11965,I,1.1,0.85,0.2625,14.69921575,6.64795775,2.84912475,3.685435,8
11966,M,1.625,1.3,0.4375,38.11590275,15.5638755,8.15048125,10.20582,10
11967,M,0.9875,0.75,0.2375,8.221355,4.7343665,1.984465,2.6932025,7
11968,F,1.3375,1.0375,0.3875,24.22464775,12.757275,6.19436575,6.520385,9
11969,I,1.2625,1,0.3375,18.01610725,6.7188315,4.06815325,4.43669675,9
11970,F,1.525,1.2125,0.4375,32.034935,10.9145575,6.30776375,8.0796075,12
11971,F,1.125,0.875,0.3,12.757275,5.6982495,2.9199985,3.96893,9
11972,F,1.5,1.175,0.4125,33.89182725,14.628342,7.484268,8.80251975,14
11973,M,1.525,1.2,0.425,33.0271675,20.53921275,6.16601625,8.9300925,10
11974,I,0.8375,0.6375,0.1875,5.3013565,2.25378525,1.00640725,1.417475,6
11975,M,1.4125,1.1,0.3125,24.16794875,12.20445975,5.79747275,6.520385,9
11976,M,1.5125,1.1875,0.425,31.6096925,13.721158,7.8528115,9.2135875,10
11977,F,1.4,1.025,0.3375,23.28911425,10.829509,5.20213325,6.6621325,9
11978,M,1.5625,1.2375,0.4375,29.17575,12.3320325,6.67630725,10.0640725,10
11979,M,1.35,1.0625,0.35,24.79163775,9.3269855,5.25883225,7.087375,10
11980,F,1.4375,1.1125,0.375,24.9192105,10.9712565,6.44951125,7.7961125,11
11981,I,1.4125,1.075,0.3625,23.71435675,10.61688775,4.6776675,7.3425205,9
11982,M,1.1875,0.9,0.2875,14.8834875,6.066793,3.33106625,4.3941725,9
11983,I,0.5125,0.3875,0.1375,1.34660125,0.63786375,0.396893,0.43941725,5
11984,I,0.9375,0.7,0.225,6.39281225,2.7499015,1.13398,2.05533875,7
11985,F,1.45,1.15,0.375,31.18445,15.15280775,6.690482,8.221355,8
11986,M,1.55,1.2,0.4125,28.10852925,14.968536,5.6699,7.93786,9
11987,M,1.6875,1.275,0.4625,42.354153,14.69921575,8.37727725,11.3398,17
11988,I,0.9625,0.75,0.2375,7.654365,3.18931875,1.77184375,1.984465,7
11989,F,1.1625,0.8875,0.3375,13.267566,4.7910655,2.9199985,5.273007,14
11990,M,1.525,1.2125,0.3875,31.62386725,15.03940975,6.42116175,8.788345,8
11991,F,1.575,1.225,0.3875,32.715323,14.67086625,7.41339425,8.7599955,8
11992,I,1.2875,0.9875,0.3,19.17843675,9.31281075,3.86970675,4.876114,8
11993,I,1.0875,0.8,0.2375,9.979024,3.798833,1.8994165,2.9766975,7
11994,I,1.1,0.85,0.325,10.53183925,4.55009475,2.56562975,3.40194,9
11995,F,1.6,1.2125,0.4125,31.127751,13.5227115,7.29999625,9.7805775,15
11996,F,1.4125,1.1375,0.4375,30.1922175,15.06775925,7.3425205,7.7961125,9
11997,I,1.2625,0.9625,0.3125,15.83319575,6.577084,3.5436875,4.819415,9
11998,M,1.625,1.3125,0.4375,39.179009,18.83824275,7.314171,10.489315,11
11999,M,1.2625,0.9875,0.325,18.14368,8.29222875,3.118445,4.819415,9
12000,M,1.5,1.15,0.4125,29.72445075,15.06775925,6.010094,7.37087,10
12001,M,1.6125,1.2125,0.475,38.8671645,19.63202875,8.23552975,12.0485375,12
12002,M,1.0375,0.7625,0.2375,8.561549,4.309124,1.74349425,2.08368825,8
12003,M,1.5625,1.1875,0.4,38.612019,17.50581625,8.7599955,9.922325,14
12004,I,1.25,1,0.325,17.98775775,7.5126175,4.35164825,5.8116475,8
12005,M,1.375,1.1125,0.3875,24.76328825,9.6104805,5.99591925,8.3631025,16
12006,M,1.3125,1,0.35,23.40251225,9.7238785,5.783298,7.087375,8
12007,M,1.2875,0.9875,0.3125,16.48523425,7.27164675,3.58621175,4.819415,8
12008,I,0.9625,0.7125,0.2375,7.10154975,3.18931875,1.7293195,2.26796,7
12009,I,1.125,0.875,0.3125,12.5021295,5.10291,2.42388225,3.8271825,6
12010,M,1.15,0.8875,0.3125,13.5794105,6.02426875,2.96252275,4.252425,8
12011,I,1.35,1,0.3625,19.447757,9.31281075,4.252425,5.10291,8
12012,M,1.4375,1.1625,0.325,24.153774,9.87980075,5.34388075,6.3786375,11
12013,I,0.825,0.6375,0.1875,5.10291,2.11203775,1.13398,1.48834875,6
12014,M,1.4375,1.2125,0.425,28.33532525,11.4815475,6.22271525,8.3631025,18
12015,M,1.4,1.1,0.3625,22.92057075,9.51125725,5.17378375,5.8116475,7
12016,I,1.1375,0.8875,0.3125,12.6722265,5.28718175,2.79242575,3.5436875,8
12017,I,1.275,0.9625,0.2875,18.5689225,8.63242275,4.03980375,4.3941725,11
12018,I,0.925,0.725,0.25,7.2858215,3.912231,1.644271,2.1262125,6
12019,F,1.4,1.125,0.3625,25.58542375,11.29727575,6.5487345,7.29999625,9
12020,M,1.4,1.1125,0.3875,23.54505175,7.01650125,4.86193925,8.0796075,11
12021,M,1.6,1.25,0.4125,32.41765325,13.93377925,6.64795775,10.0073735,10
12022,F,1.4875,1.175,0.4125,29.21415975,11.623295,5.62737575,10.0640725,9
12023,I,1.2875,0.975,0.3,17.84601025,8.7599955,4.20990075,4.3941725,7
12024,F,1.675,1.3125,0.4,46.379782,19.447757,10.035723,10.0640725,18
12025,F,1.3,1.05,0.3625,22.29688175,11.4248485,5.2446575,5.953395,9
12026,F,1.55,1.1625,0.4125,34.6714385,15.49300175,7.144074,8.15048125,11
12027,F,1.6,1.25,0.4375,32.95629375,13.834556,7.24329725,9.4970825,10
12028,I,1.075,0.8125,0.2375,10.2908685,4.46504625,2.26796,2.9766975,7
12029,M,1.4125,1.125,0.35,28.50542225,10.73028575,6.917278,7.5126175,9
12030,I,0.6875,0.5,0.1875,3.005047,1.4458245,0.75126175,0.97805775,7
12031,F,1.5625,1.2,0.4,35.3518265,16.839603,7.47009325,9.4970825,10
12032,I,0.925,0.6875,0.2125,6.180191,2.778251,1.1056305,1.984465,6
12033,F,1.7,1.375,0.425,51.5110415,22.2543575,11.4248485,13.87708025,15
12034,F,1.475,1.1625,0.4625,26.54930675,12.6722265,6.10931725,6.80388,10
12035,I,1.0875,0.8,0.225,9.82310175,4.422522,1.70097,3.005047,8
12036,I,0.35,0.2875,0.125,0.396893,0.09922325,0.226796,0.1417475,5
12037,M,1.525,1.2,0.4375,33.38153625,13.2959155,7.0023265,10.0640725,13
12038,M,1.1875,0.9,0.3125,14.6566915,5.65572525,3.27436725,5.2446575,13
12039,I,0.9375,0.6875,0.2,9.4970825,4.7343665,1.6726205,2.26796,7
12040,I,1.4875,1.1625,0.4125,29.49765475,11.736693,5.216308,9.922325,18
12041,I,1.1625,0.9125,0.2875,12.3320325,5.783298,2.56562975,3.5436875,8
12042,I,0.7,0.525,0.2,1.99863975,0.97805775,0.52446575,0.94970825,8
12043,F,1.5375,1.1875,0.4625,33.46658475,14.67086625,4.91863825,9.922325,11
12044,M,1.45,1.15,0.3625,26.94619975,10.6877615,5.216308,7.32834575,12
12045,I,1.1625,0.9,0.3,12.5021295,4.7910655,2.65067825,3.685435,7
12046,M,1.5375,1.175,0.375,34.7848365,15.762322,8.1363065,9.7805775,10
12047,M,1.2375,0.925,0.3,16.5844575,7.81028725,3.50116325,4.6776675,9
12048,I,1.1875,0.9375,0.25,13.777857,7.087375,2.8066005,3.118445,7
12049,I,0.7375,0.5375,0.175,3.515338,1.54504775,0.63786375,0.9922325,7
12050,I,1.275,1,0.3,17.7184375,8.0796075,3.92640575,4.3941725,8
12051,I,1.175,0.925,0.2875,12.587178,5.386405,2.56562975,4.53592,10
12052,I,0.4625,0.325,0.1,0.907184,0.3118445,0.18427175,0.283495,4
12053,F,1.525,1.2,0.4375,30.91512975,11.0846545,6.747181,10.0640725,13
12054,I,0.6375,0.45,0.125,2.08368825,0.60951425,0.3118445,0.3685435,5
12055,M,1.775,1.3625,0.4625,43.6298805,18.9091165,10.0073735,10.0640725,10
12056,F,1.7875,1.375,0.4375,51.7378375,26.591831,10.78698475,11.3398,12
12057,M,1.425,1.1625,0.3875,29.937072,12.88484775,6.78970525,9.07184,12
12058,I,0.675,0.475,0.125,2.96252275,1.13398,0.4819415,0.89300925,5
12059,I,0.6875,0.5125,0.1875,2.96252275,1.17650425,0.510291,0.9922325,8
12060,M,1.625,1.3125,0.4375,41.8722115,18.9091165,4.63514325,10.0640725,12
12061,F,1.525,1.2125,0.4,33.38153625,15.2803805,6.87475375,8.674947,9
12062,F,1.45,1.125,0.3625,27.499015,11.12717875,6.22271525,7.2291225,12
12063,F,1.6125,1.2125,0.4125,33.38153625,14.75591475,8.50485,8.9300925,10
12064,M,1.3625,1.025,0.4125,31.18445,11.736693,5.8683465,9.7805775,20
12065,F,1.5125,1.2,0.425,33.29648775,11.8784405,6.95980225,12.3320325,20
12066,M,1.575,1.2375,0.4,32.431828,15.03940975,7.95203475,7.7961125,11
12067,M,1.4,1.0875,0.425,25.684647,9.695529,6.2085405,8.3631025,9
12068,F,1.5875,1.2125,0.4,36.003865,17.98775775,8.54737425,10.6310625,12
12069,F,1.625,1.275,0.5125,38.612019,16.17338975,8.0796075,11.623295,10
12070,I,0.9375,0.7,0.225,6.27941425,2.721552,1.23320325,1.984465,6
12071,M,1.2,1,0.3125,19.7029025,8.0796075,4.09650275,4.9611625,9
12072,M,1.5,1.25,0.5125,35.59279725,13.891255,6.33611325,12.0485375,16
12073,F,1.2625,0.975,0.325,15.5071765,6.90310325,3.75630875,4.3941725,19
12074,M,1.6125,1.275,0.4375,37.03862175,18.2287285,8.37727725,9.4970825,10
12075,I,1.4125,1.075,0.325,21.9708625,9.8372765,4.89028875,6.80388,8
12076,F,1.425,1.125,0.3875,26.251637,10.19164525,6.13766675,8.3631025,13
12077,M,0.925,0.725,0.225,7.9095105,2.9199985,1.3891255,2.4097075,7
12078,F,1.5375,1.1875,0.4,30.94347925,13.93377925,6.93145275,8.9300925,10
12079,I,1.0125,0.7625,0.225,8.107957,4.309124,1.7293195,2.26796,7
12080,I,1.1875,0.95,0.3125,14.10387625,6.73300625,2.8066005,4.3941725,8
12081,I,0.5875,0.4375,0.1375,1.80019325,0.623689,0.396893,0.56699,5
12082,M,1.525,1.225,0.425,31.581343,14.13222575,7.52679225,8.221355,9
12083,F,1.475,1.1875,0.3875,28.44872325,11.75086775,5.159609,9.7805775,16
12084,I,1.375,1.025,0.375,20.19901875,8.94426725,4.32329875,6.80388,12
12085,I,0.85,0.6625,0.225,6.0951425,2.84912475,1.70097,1.5592225,7
12086,F,1.525,1.175,0.4,32.2900805,16.62698175,6.123492,8.051258,9
12087,M,1.5375,1.1875,0.4125,34.5013415,13.87708025,8.448151,9.4970825,16
12088,M,1.5875,1.2,0.5125,37.859397,16.96717575,7.7961125,10.6310625,9
12089,M,1.25,0.9375,0.35,14.968536,6.13766675,3.231843,4.53592,10
12090,M,1.425,1.075,0.3875,22.92057075,8.77417025,4.706017,7.087375,10
12091,M,1.6125,1.25,0.4375,48.7327905,16.79707875,8.731646,16.44271,21
12092,F,1.4375,1.175,0.375,24.84833675,9.51125725,4.8477645,9.2135875,14
12093,F,1.175,0.9,0.2875,12.757275,5.273007,2.87747425,4.252425,10
12094,I,1.1875,0.9,0.3125,13.1258185,5.273007,3.118445,4.53592,9
12095,F,1.4625,1.1625,0.35,30.4190135,13.05494475,6.7755305,8.0796075,10
12096,I,1.4375,1.125,0.375,21.58814425,8.00873375,4.40834725,5.953395,8
12097,F,1.375,1.075,0.35,22.41027975,10.95708175,4.252425,6.23689,9
12098,I,0.8375,0.6375,0.2125,4.2807745,1.77184375,0.86465975,1.70097,8
12099,M,1.625,1.2875,0.45,47.740558,21.37377475,9.45455825,15.4504775,11
12100,I,0.7,0.5125,0.2,2.96252275,1.17650425,0.623689,0.850485,6
12101,M,1.525,1.1875,0.4125,28.22192725,14.0330025,7.1724235,7.5126175,11
12102,F,1.5,1.125,0.4125,31.127751,13.53688625,8.8166945,8.50485,10
12103,M,1.3125,1,0.3,16.03164225,6.90310325,4.32329875,4.9611625,9
12104,I,0.725,0.575,0.1875,3.92640575,1.60174675,0.80796075,1.190679,6
12105,I,1.025,0.7625,0.2125,8.4198015,3.55786225,1.8994165,2.4097075,7
12106,F,1.4375,1.125,0.3625,29.18581025,8.6465975,5.726599,10.20582,16
12107,M,1.825,1.3875,0.5,55.46579675,20.695135,11.963489,14.17475,13
12108,F,1.175,0.875,0.3375,15.12445825,6.76135575,3.75630875,4.1106775,9
12109,M,1.5,1.2,0.475,29.44095575,11.1413535,6.19436575,10.0640725,13
12110,M,1.25,0.9625,0.35,14.8834875,4.83358975,2.9199985,5.5281525,17
12111,I,1.45,1.05,0.3875,23.91280325,12.303683,5.2446575,5.386405,8
12112,M,1.575,1.2375,0.4625,35.84794275,14.13222575,8.8733935,11.509897,15
12113,F,1.4125,1.1,0.4,23.91280325,10.98543125,4.5075705,8.50485,9
12114,M,1.6375,1.2875,0.475,38.8104655,15.0535845,9.99319875,11.4815475,10
12115,F,1.2125,0.875,0.2375,12.7856245,6.25106475,2.70737725,3.005047,7
12116,M,1.6625,1.3625,0.475,46.45065575,23.5584345,10.13494625,10.5176645,11
12117,F,1.2375,0.9625,0.325,19.57532975,8.85921875,5.0745605,4.9611625,9
12118,M,1.2875,0.9875,0.3,15.6772735,6.350288,3.89805625,4.7343665,10
12119,F,0.9625,0.75,0.225,8.8166945,3.798833,1.530873,2.551455,12
12120,F,1.1625,0.875,0.35,18.01610725,7.1157245,3.4869885,5.5281525,10
